[349] TABLE PLLA_UBICACIONOFADM (owner: ENOC, 17 rows)
[350] TABLE QUIZ_ALTERNATIVA (owner: ENOC, 32 rows)
[351] TABLE QUIZ_CUESTIONARIO (owner: ENOC, 3 rows)
[352] TABLE QUIZ_CUESTIONARIO_AREA (owner: ENOC, 2 rows)
[353] TABLE QUIZ_CUESTIONARIO_ASIG_TMP (owner: ENOC, 1 rows)
[354] TABLE QUIZ_CUESTIONARIO_DEPTO (owner: ENOC, 2 rows)
[355] TABLE QUIZ_CUESTIONARIO_RPTA (owner: ENOC, 19 rows)
[356] TABLE QUIZ_PARAMETRO_PLANT (owner: ENOC, 11 rows)
[357] TABLE QUIZ_PREGUNTA (owner: ENOC, 13 rows)
[358] TABLE QUIZ_TIPO_GRAFICO (owner: ENOC, 3 rows)
[359] TABLE QUIZ_TIPO_PREGUNTA (owner: ENOC, 4 rows)
[360] TABLE SEL_LOG_ERROR (owner: ENOC, 0 rows)
[361] TABLE TMP_CONCEPTO_PLANILLA (owner: ENOC, 98 rows)
[362] TABLE USERS (owner: ENOC, 28 rows)
----------------------------------------------------------
Total number of rows: 26257

Global Temporary Tables:
	TT_AREA_ASIGNADO
	TT_AREA_ASIGNAR
	TT_ASISTENCIA_CARGA
	TT_CARGA_DOCENTE
	TT_CARGA_DOCENTE_HORARIO
	TT_CARGA_SEMANA
	TT_CONSTANCIA_CERTIFICADO
	TT_FB_EVALUADOR_PARTICIP
	TT_LICENCIA_PERMISO
	TT_LISTAR_EVALUADOR
	TT_LISTAR_PARAM_PART
	TT_MARCACION
	TT_PADRES
	TT_PADRES_CONYUGE_HIJOS
	TT_PLLA_TRABAJADOR
	TT_PROC_SOBRETIEMPO
	TT_REPORTE_GENERAL
	TT_REPORTE_JAR
	TT_REP_SUELDO_MENSUAL
	TT_REP_VACACION
	TT_TRABAJADOR_SCTR


Top 10 of tables sorted by number of rows:
	[1] TABLE PLLA_REP_VACACION has 5122 rows
	[2] TABLE PLLA_ASISTENCIA has 3582 rows
	[3] TABLE PLLA_ASISTENCIA_HIST has 1975 rows
	[4] TABLE CAT_ITEM_CATEGORIA has 1866 rows
	[5] TABLE PLLA_CONTRATO_ESTADO has 1140 rows
	[6] TABLE CAT_ITEM_FORMULA has 663 rows
	[7] TABLE PLLA_COSTOXHORA_CARGA has 659 rows
	[8] TABLE PLLA_SOLIC_REQUE_EST has 484 rows
	[9] TABLE DES_PARTICIPANTE_EVALUADOR has 397 rows
	[10] TABLE PLLA_CAMBIOS_ESTADO has 378 rows
Top 10 of largest tables:
	[1] TABLE PLLA_ASIST_MARCACION: 3 MB (0 rows)
	[2] TABLE PLLA_REP_VACACION: 2 MB (5122 rows)
	[3] TABLE PLLA_ASISTENCIA: 1 MB (3582 rows)
	[4] TABLE PLLA_MAPA_COORDENADA: 0 MB (9 rows)
	[5] TABLE PLLA_COSTOXHORA_CARGA: 0 MB (659 rows)
	[6] TABLE CAT_CATEGORIZACION: 0 MB (6 rows)
	[7] TABLE CAT_APROBACION: 0 MB (27 rows)
	[8] TABLE CAT_ITEM_CATEGORIA: 0 MB (1866 rows)
	[9] TABLE CAT_ITEM: 0 MB (239 rows)
	[10] TABLE PLLA_ASISTENCIA_HIST: 0 MB (1975 rows)
